"","sex","birth","marriage","religion","income","code_job","code_region"
"13407",2,1957,1,1,NA,NA,1
"13408",1,1974,3,1,NA,910,7
"13409",1,2003,0,1,NA,NA,7
"13410",1,2004,0,1,NA,NA,7
"13411",2,1939,2,1,NA,NA,7
"13412",1,1979,1,1,281.6,311,7
"13413",2,1979,1,1,140,254,7
"13414",1,2010,0,1,NA,NA,7
"13415",2,2011,0,1,NA,NA,7
"13416",1,2013,0,1,NA,NA,7
"13417",1,1977,5,2,240,864,7
"13418",1,1975,5,2,NA,875,7
"13419",1,1939,1,2,NA,NA,7
"13420",2,1942,1,2,NA,NA,7
"13421",2,1940,2,1,NA,NA,7
"13422",1,1979,1,1,289.2,330,7
"13423",2,1980,1,1,273.3,330,7
"13424",2,2010,0,1,NA,NA,7
"13425",2,2012,0,1,NA,NA,7
"13426",1,1973,1,2,995,510,7
"13427",2,1974,1,2,185.8,799,7
"13428",2,2001,0,2,NA,NA,7
"13429",1,1938,1,2,NA,611,7
"13430",2,1939,1,2,NA,611,7
"13431",1,1936,1,1,NA,611,7
"13432",2,1936,1,1,NA,611,7
"13433",1,1947,1,1,NA,611,7
"13434",2,1953,1,1,80,951,7
"13435",1,1939,1,2,NA,611,7
"13436",2,1942,1,1,NA,611,7
"13437",1,1957,1,1,NA,NA,7
"13438",2,1959,1,1,136.6,441,7
"13439",2,1983,1,1,223.5,311,7
"13440",1,1969,1,1,245.8,311,7
"13441",2,1928,2,1,10,941,1
"13442",2,1965,3,1,NA,NA,1
"13443",1,1943,3,1,NA,NA,5
"13444",2,1938,2,1,NA,611,5
"13445",1,1937,2,2,NA,611,5
"13446",2,1931,2,2,NA,NA,5
"13447",2,1939,2,2,NA,NA,5
"13448",1,1965,5,2,NA,NA,5
"13449",2,1949,2,1,NA,611,5
"13450",2,1949,2,2,NA,611,5
"13451",1,1957,1,2,156,930,5
"13452",2,1961,1,2,380,311,5
"13453",2,1986,5,2,228.4,253,5
"13454",1,1991,5,2,230.4,441,5
"13455",1,1952,1,2,145.4,942,5
"13456",2,1957,1,2,120,952,5
"13457",1,1941,1,1,NA,941,5
"13458",2,1939,1,1,NA,NA,5
"13459",2,1951,2,1,NA,NA,5
"13460",1,1980,1,2,435,330,5
"13461",2,1980,1,2,NA,NA,5
"13462",2,2008,0,2,NA,NA,5
"13463",2,2011,0,2,NA,NA,5
"13464",1,1935,1,2,NA,NA,5
"13465",2,1939,1,2,NA,NA,5
"13466",1,1946,1,2,NA,NA,5
"13467",2,1950,1,2,NA,NA,5
"13468",2,1952,3,1,81.16,952,5
"13469",1,1968,1,2,425,149,5
"13470",2,1971,1,2,113.4,953,5
"13471",2,1999,0,2,NA,NA,5
"13472",2,2002,0,2,NA,NA,5
"13473",1,1935,2,2,NA,NA,5
"13474",2,1978,3,2,NA,NA,5
"13475",2,1997,0,2,NA,NA,5
"13476",1,2003,0,2,NA,NA,5
"13477",2,1931,2,1,NA,NA,5
"13478",2,1940,2,1,NA,NA,5
"13479",1,1982,1,2,400.41,312,5
"13480",2,1981,1,2,170,313,5
"13481",2,2014,0,2,NA,NA,5
"13482",1,1985,5,2,349,239,5
"13483",1,1942,1,1,35,999,5
"13484",2,1945,1,1,NA,NA,5
"13485",2,1947,2,1,NA,NA,7
"13486",1,1948,1,1,NA,NA,7
"13487",2,1952,1,1,NA,NA,7
"13488",1,1979,5,1,379.2,313,7
"13489",2,1981,5,1,192.3,441,7
"13490",1,1939,6,1,NA,NA,7
"13491",2,1953,2,1,NA,941,7
"13492",1,1941,1,2,NA,NA,7
"13493",2,1945,1,2,NA,NA,7
"13494",2,1940,2,1,NA,NA,7
"13495",1,1964,1,2,570,252,7
"13496",2,1965,1,2,NA,NA,7
"13497",2,1994,5,2,NA,NA,7
"13498",2,1997,0,2,NA,NA,7
"13499",1,1971,1,2,268.3,930,7
"13500",2,1971,1,1,NA,NA,7
"13501",2,2009,0,1,NA,NA,7
"13502",2,1947,2,2,NA,521,7
"13503",1,1938,1,2,NA,NA,7
"13504",2,1942,1,1,NA,941,7
"13505",1,1942,2,2,NA,NA,7
"13506",2,1947,2,1,NA,NA,7
"13507",1,1955,1,2,NA,611,7
"13508",2,1957,1,2,NA,611,7
"13509",2,1937,2,2,NA,NA,7
"13510",2,1943,2,1,NA,NA,7
"13511",2,1945,2,1,NA,NA,7
"13512",2,1918,2,1,NA,NA,7
"13513",1,1930,1,1,NA,NA,7
"13514",2,1936,1,1,NA,NA,7
"13515",2,1937,2,1,NA,NA,5
"13516",1,1946,1,1,NA,NA,5
"13517",2,1945,1,1,NA,521,5
"13518",1,1975,5,1,NA,521,5
"13519",2,1961,1,1,92,952,1
"13520",1,1947,1,1,NA,NA,1
"13521",2,1981,5,1,157,399,1
"13522",1,1984,5,1,149.1,953,1
"13523",1,1987,5,1,168.4,953,1
"13524",1,1960,1,2,1250,111,1
"13525",2,1960,1,2,NA,NA,1
"13526",1,1988,5,1,NA,NA,1
"13527",2,1994,5,2,NA,NA,1
"13528",1,1940,1,1,NA,242,1
"13529",2,1947,1,1,NA,NA,1
"13530",1,1974,1,1,80,248,1
"13531",2,1972,1,1,NA,NA,1
"13532",2,2004,0,1,NA,NA,1
"13533",1,2006,0,1,NA,NA,1
"13534",1,1938,1,1,NA,NA,2
"13535",2,1940,1,1,NA,NA,2
"13536",1,1953,1,1,418.3,223,1
"13537",2,1957,1,1,92,521,1
"13538",1,1984,1,1,580,235,2
"13539",2,1984,1,1,NA,NA,2
"13540",1,1967,5,1,300,510,1
"13541",2,1965,2,2,NA,NA,1
"13542",1,1980,5,1,273.3,399,1
"13543",1,1940,2,2,20,999,1
"13544",1,1974,5,2,NA,NA,1
"13545",1,1937,1,2,NA,NA,1
"13546",2,1939,1,2,NA,NA,1
"13547",1,1956,1,1,505,252,1
"13548",2,1957,1,1,NA,NA,1
"13549",1,1932,1,2,NA,NA,1
"13550",2,1933,1,2,NA,NA,1
"13551",1,1955,1,2,NA,873,2
"13552",2,1958,1,2,NA,613,2
"13553",1,1945,1,1,76.16,910,1
"13554",2,1948,1,1,40,510,1
"13555",1,1973,5,1,300,910,1
"13556",1,1949,1,2,NA,NA,1
"13557",2,1952,1,2,NA,951,1
"13558",1,1976,1,2,324.6,312,1
"13559",2,1978,1,2,266.3,281,1
"13560",2,1936,2,2,NA,611,5
"13561",1,1938,2,2,NA,NA,5
"13562",1,1946,2,1,NA,NA,5
"13563",2,1939,2,1,NA,611,5
"13564",1,1937,2,1,NA,NA,5
"13565",1,1933,1,1,NA,611,5
"13566",2,1936,1,1,NA,611,5
"13567",2,1955,2,1,NA,NA,5
"13568",2,1937,2,2,NA,NA,5
"13569",1,1957,1,2,NA,611,5
"13570",2,1961,1,2,NA,611,5
"13571",2,1984,5,2,NA,521,5
"13572",1,1987,5,2,NA,611,5
"13573",1,1986,5,2,NA,NA,5
"13574",2,1965,2,2,NA,NA,5
"13575",2,1994,5,2,110,999,5
"13576",2,1946,2,1,NA,NA,5
"13577",1,1947,1,1,NA,611,5
"13578",2,1946,1,1,NA,611,5
"13579",1,1991,5,2,210,930,5
"13580",2,1941,3,1,NA,NA,5
"13581",2,1974,5,2,275,246,5
"13582",1,1957,1,2,NA,611,5
"13583",2,1956,1,2,NA,611,5
"13584",1,1939,1,2,NA,611,5
"13585",2,1948,1,2,NA,611,5
"13586",1,1958,3,2,NA,NA,5
"13587",1,1941,1,1,NA,611,5
"13588",2,1943,1,1,NA,611,5
"13589",1,1946,1,2,NA,611,5
"13590",2,1955,1,2,NA,611,5
"13591",1,1980,5,2,525,239,5
"13592",2,1946,2,1,NA,NA,5
"13593",2,1932,2,2,NA,NA,5
"13594",2,1946,3,1,NA,NA,5
"13595",2,1981,5,2,107.1,951,5
"13596",1,1981,5,2,179.5,999,5
"13597",2,1947,2,2,NA,NA,5
"13598",2,1980,5,2,160,421,5
"13599",1,1964,1,1,NA,910,5
"13600",2,1961,1,1,NA,930,5
"13601",2,1941,4,2,NA,NA,7
"13602",2,1949,2,1,NA,NA,7
"13603",2,1956,3,1,NA,NA,7
"13604",2,1937,2,2,NA,NA,7
"13605",1,1956,2,2,NA,NA,7
"13606",1,1940,1,2,NA,NA,7
"13607",2,1945,1,2,NA,NA,7
"13608",1,1945,1,2,NA,NA,7
"13609",2,1947,1,2,NA,NA,7
"13610",1,1956,1,2,250,921,7
"13611",2,1962,1,2,NA,NA,7
"13612",1,1976,1,1,458.3,313,7
"13613",2,1977,1,1,438.9,252,7
"13614",1,2012,0,1,NA,NA,7
"13615",1,1949,1,1,NA,NA,7
"13616",2,1951,1,1,NA,NA,7
"13617",1,1945,1,1,NA,611,6
"13618",2,1950,1,1,NA,611,6
"13619",2,1943,2,1,NA,611,6
"13620",2,1941,2,1,NA,611,6
"13621",1,1939,1,2,NA,611,6
"13622",2,1943,1,2,NA,611,6
"13623",2,1937,5,1,NA,NA,3
"13624",2,1941,2,1,NA,NA,3
"13625",1,1944,1,1,NA,NA,3
"13626",2,1952,1,1,NA,NA,3
"13627",1,1942,1,2,NA,NA,3
"13628",2,1945,1,1,138.8,930,3
"13629",1,1942,1,1,NA,NA,3
"13630",2,1947,1,1,NA,NA,3
"13631",1,1974,1,2,314.1,873,3
"13632",2,1972,1,1,138.8,247,3
"13633",1,2000,0,2,NA,NA,3
"13634",2,2002,0,2,NA,NA,3
"13635",1,1966,5,2,NA,NA,1
"13636",2,1945,2,1,NA,NA,1
"13637",1,1977,5,1,300,851,3
"13638",2,1947,2,1,NA,NA,3
"13639",1,1951,1,2,200,930,3
"13640",2,1955,1,1,NA,NA,3
"13641",1,1982,5,2,240,510,3
"13642",1,1954,1,1,NA,NA,3
"13643",2,1958,1,1,NA,NA,3
"13644",1,1982,5,1,100,231,3
"13645",2,1991,5,1,130,521,3
"13646",2,1945,2,1,60,941,1
"13647",2,1970,5,1,NA,NA,1
"13648",1,1967,1,1,290.3,312,1
"13649",2,1975,1,1,180,313,1
"13650",2,1997,0,1,NA,NA,1
"13651",2,1999,0,1,NA,NA,1
"13652",1,1945,1,2,251,132,1
"13653",2,1946,1,1,NA,NA,1
"13654",1,1958,1,2,307.1,875,1
"13655",2,1961,1,2,NA,521,1
"13656",1,1959,1,1,338.1,320,1
"13657",2,1967,1,1,NA,NA,1
"13658",1,1987,5,1,NA,NA,1
"13659",1,1988,5,1,200,399,1
"13660",2,1951,2,2,NA,NA,1
"13661",1,1954,1,1,NA,811,1
"13662",2,1958,1,1,NA,811,1
"13663",2,1982,5,1,244,530,1
"13664",1,1952,1,1,NA,NA,4
"13665",2,1955,1,1,17,421,4
"13666",1,1942,1,1,NA,521,4
"13667",2,1942,1,1,NA,521,4
"13668",2,1948,3,2,NA,NA,3
"13669",2,1944,3,1,NA,NA,3
"13670",1,1946,1,1,158,930,3
"13671",2,1946,1,1,NA,NA,3
"13672",1,1945,1,2,NA,NA,3
"13673",2,1951,1,2,100.8,930,3
"13674",1,1952,5,2,NA,NA,3
"13675",2,1951,3,1,NA,NA,1
"13676",2,1938,2,1,NA,NA,4
"13677",1,1949,2,2,NA,NA,4
"13678",1,1994,5,2,NA,NA,4
"13679",2,1933,2,2,NA,NA,3
"13680",2,1971,3,2,NA,NA,4
"13681",1,1994,5,2,NA,NA,4
"13682",2,1950,3,2,50,421,4
"13683",1,1936,1,1,NA,NA,3
"13684",2,1939,1,1,NA,NA,3
"13685",2,1942,2,1,NA,NA,3
"13686",1,1929,1,1,NA,NA,3
"13687",2,1933,1,1,NA,NA,3
"13688",1,1947,1,1,NA,NA,3
"13689",2,1950,1,1,75,421,3
"13690",2,1943,2,1,NA,991,3
"13691",1,1931,1,2,NA,NA,3
"13692",2,1933,1,2,NA,NA,3
"13693",2,1962,3,1,NA,521,3
"13694",2,1997,0,2,NA,NA,3
"13695",1,1938,1,2,NA,611,3
"13696",2,1939,1,2,NA,NA,3
"13697",2,1931,2,1,NA,NA,3
"13698",2,1928,2,2,NA,NA,3
"13699",2,1934,2,2,NA,NA,3
"13700",1,1945,1,1,NA,NA,3
"13701",2,1950,1,1,87,941,3
"13702",1,1979,1,2,330.6,873,3
"13703",2,1978,1,2,NA,999,3
"13704",1,2010,0,2,NA,NA,3
"13705",2,2010,0,2,NA,NA,3
"13706",2,1935,2,1,NA,NA,3
"13707",1,1935,1,1,156,876,3
"13708",2,1938,1,1,NA,NA,3
"13709",1,1943,4,2,NA,NA,3
"13710",2,1939,2,1,NA,NA,3
"13711",2,1933,2,1,NA,NA,3
"13712",1,1955,1,2,257,753,3
"13713",2,1961,1,2,NA,NA,3
"13714",1,1936,1,1,NA,521,3
"13715",2,1942,1,1,NA,521,3
"13716",1,1934,1,1,NA,NA,3
"13717",2,1934,1,1,NA,NA,3
"13718",1,1963,5,1,NA,NA,3
"13719",2,1936,2,1,NA,NA,3
"13720",1,1975,1,1,371,853,3
"13721",2,1978,1,1,NA,NA,3
"13722",2,2002,0,1,NA,NA,3
"13723",2,2004,0,1,NA,NA,3
"13724",1,1976,1,2,431,873,3
"13725",2,1979,1,2,NA,NA,3
"13726",2,2012,0,2,NA,NA,3
"13727",2,2012,0,2,NA,NA,3
"13728",1,1932,1,1,NA,NA,2
"13729",2,1940,1,1,NA,NA,2
"13730",1,1935,1,1,NA,NA,2
"13731",2,1933,1,1,NA,NA,2
"13732",1,1962,1,2,NA,NA,3
"13733",2,1965,1,2,205,930,3
"13734",1,1988,5,2,150,314,3
"13735",1,1947,1,1,NA,NA,3
"13736",2,1951,1,1,NA,NA,3
"13737",2,1984,5,2,188,313,3
"13738",1,1949,3,2,NA,875,2
"13739",1,1978,5,2,NA,NA,2
"13740",1,1958,5,1,333.3,941,2
"13741",1,1964,1,1,NA,773,3
"13742",2,1966,1,1,129.6,930,3
"13743",2,1989,5,1,254,259,3
"13744",2,1991,5,1,NA,NA,3
"13745",2,1943,2,1,20,952,3
"13746",1,1957,1,1,271.6,710,3
"13747",2,1963,1,1,173.3,930,3
"13748",1,1946,1,2,269.5,841,3
"13749",2,1949,1,1,NA,NA,3
"13750",2,1977,5,1,120,521,3
"13751",1,1939,1,2,NA,NA,3
"13752",2,1944,1,1,NA,NA,3
"13753",1,1977,1,2,333.3,312,3
"13754",2,1980,1,2,80,259,3
"13755",1,2009,0,2,NA,NA,3
"13756",1,2011,0,2,NA,NA,3
"13757",2,1969,3,2,158,521,3
"13758",2,1991,5,2,164.7,510,3
"13759",2,1994,5,2,NA,NA,3
"13760",1,2009,0,2,NA,NA,3
"13761",2,1939,3,1,NA,NA,3
"13762",1,1979,5,2,250,510,2
"13763",2,1941,2,2,NA,NA,2
"13764",1,1962,1,2,254.2,771,2
"13765",2,1966,1,2,NA,NA,2
"13766",2,1937,2,1,NA,NA,2
"13767",1,1951,1,1,250,953,2
"13768",2,1953,1,1,150,953,2
"13769",1,1977,1,1,NA,151,2
"13770",1,1981,5,1,352,235,2
"13771",2,1983,1,1,192,313,2
"13772",1,1976,1,2,283,761,2
"13773",2,1977,1,2,80,259,2
"13774",1,2010,0,2,NA,NA,2
"13775",2,1944,2,2,NA,NA,2
"13776",1,1975,5,1,210,762,2
"13777",1,1970,1,2,300,751,2
"13778",2,1973,1,2,125,254,2
"13779",2,2003,0,2,NA,NA,2
"13780",2,2004,0,2,NA,NA,2
"13781",2,1943,5,2,NA,NA,4
"13782",1,1948,1,2,NA,NA,4
"13783",2,1949,1,2,NA,953,4
"13784",1,1953,1,1,NA,271,4
"13785",2,1962,1,1,202,930,4
"13786",1,1985,5,1,265.8,861,4
"13787",1,1936,1,2,NA,NA,4
"13788",2,1939,1,2,NA,NA,4
"13789",1,1945,1,2,NA,999,3
"13790",2,1946,1,2,NA,NA,3
"13791",1,1973,5,2,NA,NA,3
"13792",1,1975,5,2,NA,NA,3
"13793",2,1936,2,2,NA,NA,3
"13794",1,1962,5,2,125,942,3
"13795",2,1959,2,2,NA,NA,3
"13796",2,1935,2,1,NA,NA,3
"13797",2,1945,2,1,NA,NA,3
"13798",1,1998,0,1,NA,NA,3
"13799",1,1934,1,2,NA,611,3
"13800",2,1940,1,2,NA,NA,3
"13801",2,1933,2,1,NA,NA,3
"13802",1,1929,6,1,NA,611,3
"13803",2,1933,2,1,NA,611,3
"13804",2,1933,2,1,NA,611,3
"13805",1,1962,3,2,NA,NA,3
"13806",2,1938,2,1,NA,NA,3
"13807",2,1932,2,1,NA,NA,3
"13808",2,1934,2,2,NA,NA,3
"13809",1,1942,2,2,NA,NA,3
"13810",1,1957,3,2,NA,NA,3
"13811",2,1951,3,2,NA,NA,2
"13812",1,1943,1,1,NA,NA,3
"13813",2,1948,1,1,NA,NA,3
"13814",1,1949,1,2,NA,NA,3
"13815",2,1949,1,1,NA,399,3
"13816",1,1942,1,1,NA,NA,3
"13817",2,1947,1,1,90,941,3
"13818",1,1944,1,2,120,942,3
"13819",2,1952,1,1,NA,NA,3
"13820",1,1939,1,1,NA,NA,3
"13821",2,1940,1,1,NA,NA,3
"13822",2,1939,2,2,20,999,3
"13823",2,1968,3,2,NA,941,3
"13824",2,1993,5,2,NA,NA,3
"13825",2,1996,5,2,NA,NA,3
"13826",2,1974,5,1,170,399,2
"13827",2,1939,2,1,NA,NA,2
"13828",2,1942,2,1,NA,NA,3
"13829",2,1937,2,1,NA,NA,3
"13830",1,1971,1,2,214.4,521,3
"13831",2,1976,1,2,104,247,3
"13832",1,2002,0,2,NA,NA,3
"13833",1,2003,0,2,NA,NA,3
"13834",1,1961,5,1,NA,NA,2
"13835",2,1938,2,1,NA,NA,2
"13836",1,1961,1,1,226.6,841,3
"13837",2,1964,1,1,184.8,930,3
"13838",1,1961,1,1,666.6,753,3
"13839",2,1963,1,1,NA,521,3
"13840",2,1995,5,2,NA,NA,3
"13841",1,1957,3,2,NA,NA,2
"13842",1,1971,5,2,NA,NA,2
"13843",1,1970,5,1,NA,NA,2
"13844",2,1975,1,1,NA,NA,2
"13845",1,1972,1,1,NA,NA,2
"13846",1,1997,0,1,NA,NA,2
"13847",1,2001,0,1,NA,NA,2
"13848",1,2007,0,1,NA,NA,2
"13849",2,2014,0,1,NA,NA,2
"13850",1,1973,1,2,389.9,761,2
"13851",2,1973,1,2,120,399,2
"13852",2,2001,0,2,NA,NA,2
"13853",1,2002,0,2,NA,NA,2
"13854",1,1967,1,2,NA,442,2
"13855",2,1970,1,2,NA,NA,2
"13856",2,1996,5,2,NA,NA,2
"13857",1,1998,0,2,NA,NA,2
"13858",1,1956,1,2,NA,873,2
"13859",2,1957,1,2,NA,NA,2
"13860",2,1983,5,2,300,222,2
"13861",1,1985,5,2,NA,NA,2
"13862",1,1951,1,1,NA,NA,2
"13863",2,1953,1,1,117.5,864,2
"13864",1,1982,5,1,158,930,2
"13865",1,1937,1,1,NA,NA,2
"13866",2,1936,1,1,NA,NA,2
"13867",1,1969,5,1,NA,NA,2
"13868",2,1942,2,1,NA,NA,2
"13869",2,1996,5,1,NA,NA,2
"13870",2,1997,0,1,NA,NA,2
"13871",2,1969,2,1,75,999,2
"13872",2,1993,5,1,NA,NA,2
"13873",2,1998,0,1,NA,521,2
"13874",2,1962,2,1,166.6,510,2
"13875",1,1996,5,1,NA,NA,2
"13876",1,1965,1,2,488,224,2
"13877",2,1964,1,2,NA,873,2
"13878",2,1991,5,2,258,285,2
"13879",1,1992,5,2,NA,NA,2
"13880",2,1975,3,1,NA,NA,2
"13881",1,2000,0,1,NA,NA,2
"13882",2,2004,0,1,NA,NA,2
"13883",2,2008,0,1,NA,NA,2
"13884",1,1953,1,1,NA,611,3
"13885",2,1956,1,1,NA,611,3
"13886",2,1924,2,1,NA,NA,3
"13887",2,1939,2,1,NA,NA,3
"13888",1,1973,5,1,NA,NA,3
"13889",2,1957,2,2,NA,991,3
"13890",2,1936,2,1,NA,NA,3
"13891",2,1934,2,1,NA,NA,3
"13892",1,1939,4,2,NA,NA,3
"13893",2,1938,2,1,NA,NA,4
"13894",2,1938,2,1,NA,NA,4
"13895",1,1939,1,1,NA,NA,4
"13896",2,1940,1,1,NA,NA,4
"13897",1,1942,1,1,NA,NA,4
"13898",2,1952,1,1,NA,NA,4
"13899",1,1957,1,1,150,942,3
"13900",2,1961,1,1,108,952,3
"13901",2,1951,1,2,NA,611,3
"13902",1,1942,1,1,NA,941,4
"13903",2,1944,1,1,NA,NA,4
"13904",1,1974,1,2,608,271,3
"13905",2,1978,1,2,50,399,3
"13906",1,2003,0,2,NA,NA,3
"13907",2,2004,0,2,NA,NA,3
"13908",1,1941,1,1,NA,NA,3
"13909",2,1944,1,1,NA,NA,3
"13910",2,1948,4,2,NA,NA,3
"13911",2,1951,3,2,76.9,421,3
"13912",1,1962,1,1,NA,NA,3
"13913",2,1965,1,1,NA,NA,3
"13914",2,1993,5,2,NA,NA,3
"13915",1,1939,1,1,NA,NA,3
"13916",2,1943,1,1,NA,NA,3
"13917",2,1952,2,1,140,952,3
"13918",1,1977,1,2,NA,NA,3
"13919",2,1981,1,2,220,254,3
"13920",1,2009,0,2,NA,NA,3
"13921",1,2011,0,2,NA,NA,3
"13922",2,1948,2,1,NA,611,3
"13923",2,1946,2,2,NA,NA,3
"13924",2,1965,2,1,NA,NA,3
"13925",1,1991,5,1,NA,999,3
"13926",1,1997,0,1,NA,NA,3
"13927",1,1959,3,2,NA,910,3
"13928",2,1946,2,1,NA,NA,3
"13929",1,1932,1,1,NA,NA,3
"13930",2,1935,1,1,NA,NA,3
"13931",1,1972,5,1,NA,NA,3
"13932",2,1942,2,1,20,952,4
"13933",1,1944,1,1,NA,NA,7
"13934",2,1947,1,2,NA,NA,7
"13935",1,1969,5,1,NA,910,7
"13936",2,1937,2,1,44.8,941,7
"13937",1,1947,1,1,100,942,7
"13938",2,1950,1,1,32,951,7
"13939",1,1991,5,1,180,753,7
"13940",1,1973,5,1,NA,NA,7
"13941",2,1937,2,2,NA,611,7
"13942",1,1981,1,2,399.6,510,7
"13943",2,1983,1,2,147,314,7
"13944",2,2010,0,2,NA,NA,7
"13945",1,2013,0,2,NA,NA,7
"13946",1,1968,1,1,NA,NA,7
"13947",2,1968,1,1,109.6,951,7
"13948",1,1999,0,1,NA,NA,7
"13949",1,1957,1,2,NA,NA,7
"13950",2,1958,1,2,154,441,7
"13951",2,1985,1,1,213.8,399,7
"13952",1,1988,5,2,NA,NA,7
"13953",1,1980,1,1,335,510,7
"13954",1,1963,1,2,247,873,2
"13955",2,1946,1,2,NA,NA,2
"13956",2,1931,2,1,NA,NA,2
"13957",1,1950,1,2,142,992,2
"13958",2,1950,1,2,58,951,2
"13959",1,1984,5,1,NA,NA,7
"13960",1,1938,1,2,NA,611,7
"13961",2,1942,1,2,NA,611,7
"13962",2,1935,3,2,NA,NA,7
"13963",2,1930,2,2,NA,NA,7
"13964",2,1950,1,1,NA,NA,7
"13965",1,1946,1,1,NA,NA,7
"13966",1,1973,5,1,178,312,7
"13967",2,1965,1,2,120,952,7
"13968",1,1998,0,2,NA,NA,7
"13969",1,1959,5,2,340.8,941,7
"13970",1,1926,1,2,NA,NA,7
"13971",2,1932,1,2,NA,NA,7
"13972",2,1943,2,2,NA,NA,7
"13973",1,1962,1,2,425.7,441,7
"13974",2,1964,1,2,NA,441,7
"13975",1,2002,0,2,NA,NA,7
"13976",1,1992,5,2,154,953,7
"13977",1,1941,1,1,NA,NA,7
"13978",2,1939,1,1,NA,NA,7
"13979",1,1977,1,2,310.8,411,7
"13980",2,1976,1,2,151,313,7
"13981",2,2005,0,2,NA,NA,7
"13982",2,2010,0,2,NA,NA,7
"13983",1,2011,0,2,NA,NA,7
"13984",1,1972,1,1,NA,432,7
"13985",2,1977,1,1,NA,521,7
"13986",1,2002,0,1,NA,NA,7
"13987",2,2004,0,1,NA,NA,7
"13988",2,1962,5,2,165.6,441,7
"13989",2,1965,2,2,NA,NA,7
"13990",1,1960,3,1,200,412,7
"13991",2,1923,2,1,NA,NA,7
"13992",2,1950,2,1,NA,NA,1
"13993",2,1959,3,1,110,421,1
"13994",1,1983,5,1,144,910,1
"13995",1,1986,5,1,120,399,1
"13996",2,1939,2,1,NA,NA,1
"13997",1,1983,5,1,160,521,1
"13998",1,1950,1,1,NA,NA,1
"13999",2,1959,1,1,NA,NA,1
"14000",2,1955,4,1,NA,442,7
"14001",2,1981,5,1,NA,NA,7
"14002",1,1982,5,1,161.7,521,7
"14003",1,1966,1,1,374.9,873,2
"14004",2,1967,1,1,NA,NA,2
"14005",2,1994,5,1,NA,442,2
"14006",1,1981,1,2,243.2,741,2
"14007",2,1980,1,2,NA,NA,2
"14008",1,2006,0,2,NA,NA,2
"14009",2,2008,0,2,NA,NA,2
"14010",2,1937,1,1,20,952,2
"14011",1,1937,1,1,NA,NA,2
"14012",1,1937,1,2,NA,NA,2
"14013",2,1946,1,2,NA,NA,2
"14014",1,1969,1,2,195.4,922,2
"14015",2,1973,1,1,NA,NA,2
"14016",1,2002,0,1,NA,NA,2
"14017",2,2004,0,1,NA,NA,2
"14018",2,1944,1,1,60,951,2
"14019",1,1970,1,2,451.8,312,2
"14020",2,1969,1,2,NA,NA,2
"14021",2,1996,5,2,NA,442,2
"14022",1,2001,0,2,NA,NA,2
"14023",1,1968,1,2,NA,910,7
"14024",2,1980,1,2,146.6,930,7
"14025",1,1942,1,2,NA,NA,7
"14026",2,1949,1,2,NA,NA,7
"14027",1,1954,3,2,NA,941,7
"14028",1,1996,5,2,NA,NA,7
"14029",1,1998,0,2,NA,NA,7
"14030",2,2002,0,1,NA,NA,7
"14031",2,1974,3,1,NA,442,7
"14032",1,1934,1,1,NA,NA,7
"14033",2,1939,1,1,NA,NA,7
"14034",1,1939,1,1,NA,NA,7
"14035",2,1940,1,1,NA,NA,7
"14036",1,1933,1,2,NA,NA,7
"14037",2,1936,1,2,NA,NA,7
"14038",1,1941,1,1,NA,NA,7
"14039",2,1942,1,1,NA,NA,7
"14040",1,1937,1,2,20,259,7
"14041",2,1939,1,2,NA,NA,7
"14042",1,1939,1,1,NA,NA,7
"14043",2,1943,1,1,NA,NA,7
"14044",1,1941,1,1,NA,873,7
"14045",2,1945,1,1,NA,NA,7
"14046",2,1940,2,2,NA,NA,7
"14047",1,1942,1,1,NA,NA,7
"14048",2,1948,1,1,NA,NA,7
"14049",2,1946,2,1,NA,NA,7
"14050",2,1948,2,2,20,941,7
"14051",1,1945,1,2,NA,611,7
"14052",2,1950,1,2,NA,611,7
"14053",1,1929,1,2,NA,611,7
"14054",2,1933,1,2,NA,611,7
"14055",1,1937,1,2,NA,611,7
"14056",2,1936,1,2,NA,611,7
"14057",2,1944,2,1,NA,NA,7
"14058",1,1955,1,2,NA,611,7
"14059",2,1959,1,2,152,421,7
"14060",1,1932,1,2,NA,NA,7
"14061",2,1941,1,2,NA,NA,7
"14062",2,1948,2,1,NA,NA,7
"14063",1,1963,1,2,NA,612,7
"14064",2,1965,1,2,NA,NA,7
"14065",2,1994,5,2,NA,NA,7
"14066",2,1932,2,2,NA,NA,7
"14067",2,1933,2,2,NA,NA,7
"14068",2,1937,2,1,NA,NA,7
"14069",2,1933,2,1,NA,NA,7
"14070",1,1940,1,2,NA,611,7
"14071",2,1941,1,2,20,941,7
"14072",1,1956,2,1,NA,941,7
"14073",2,1995,5,1,NA,999,7
"14074",1,1935,1,2,NA,611,7
"14075",2,1933,1,2,NA,NA,7
"14076",2,1934,2,2,NA,611,7
"14077",2,1931,2,2,NA,NA,7
"14078",1,1950,1,2,NA,NA,7
"14079",2,1949,1,1,NA,NA,7
"14080",2,1944,2,1,NA,NA,7
"14081",2,1929,2,2,NA,NA,7
"14082",1,1976,1,1,NA,875,7
"14083",2,1977,1,1,NA,NA,7
"14084",1,2000,0,1,NA,NA,7
"14085",2,2008,0,1,NA,NA,7
"14086",2,1963,3,1,50,530,7
"14087",2,1992,5,1,32,953,7
