"","sex","birth","marriage","religion","income","code_job","code_region"
"4980",2,1959,1,2,NA,NA,7
"4981",1,1982,5,2,201.6,312,7
"4982",1,1948,1,2,NA,772,7
"4983",2,1958,1,1,NA,NA,7
"4984",1,1980,5,2,NA,910,7
"4985",2,1944,2,1,NA,NA,7
"4986",1,1952,1,1,NA,NA,7
"4987",2,1956,1,1,112.8,952,7
"4988",2,1982,5,1,317,247,1
"4989",1,1944,1,1,NA,NA,7
"4990",2,1953,1,1,NA,NA,7
"4991",2,1979,5,1,64,399,7
"4992",1,1980,5,2,NA,284,1
"4993",1,1942,1,1,91.6,873,7
"4994",2,1954,1,1,70,941,7
"4995",2,1986,5,1,165,521,7
"4996",1,1962,1,2,NA,773,7
"4997",2,1967,1,2,NA,611,7
"4998",2,1991,5,2,NA,NA,7
"4999",1,1935,1,1,NA,NA,7
"5000",2,1941,1,1,NA,NA,7
"5001",1,1950,2,2,NA,NA,7
"5002",1,1988,5,2,NA,NA,7
"5003",1,1958,1,2,147.1,510,7
"5004",2,1960,1,2,171.6,952,7
"5005",1,1988,5,2,70,246,7
"5006",1,1991,5,2,125.3,442,7
"5007",1,1951,1,2,NA,432,7
"5008",2,1950,1,2,NA,432,7
"5009",1,1982,5,2,NA,NA,7
"5010",1,1974,1,1,NA,NA,7
"5011",2,1974,1,1,413.3,243,7
"5012",2,2006,0,1,NA,NA,7
"5013",1,2008,0,1,NA,NA,7
"5014",2,1962,3,1,75,999,7
"5015",2,2000,0,1,NA,NA,7
"5016",1,1983,1,1,358.3,313,3
"5017",2,1983,1,1,188,313,3
"5018",1,2008,0,2,NA,NA,3
"5019",1,1954,1,1,NA,873,7
"5020",2,1953,1,1,120,941,7
"5021",1,1979,5,1,NA,NA,7
"5022",2,1982,1,1,NA,NA,7
"5023",2,1955,2,2,NA,NA,7
"5024",2,1981,1,2,167.3,246,7
"5025",2,1981,1,2,204.7,245,7
"5026",1,1976,1,2,305.8,442,7
"5027",2,1980,1,1,NA,259,7
"5028",2,1981,1,1,275,311,5
"5029",1,1979,1,1,NA,259,7
"5030",2,2008,0,1,NA,NA,7
"5031",2,2011,0,1,NA,NA,7
"5032",2,1957,2,1,80,951,7
"5033",1,1978,1,1,783.4,235,5
"5034",1,2013,0,1,NA,NA,5
"5035",1,1970,3,2,180.2,941,7
"5036",2,1999,0,2,NA,NA,7
"5037",1,1955,1,2,NA,910,7
"5038",2,1961,1,2,94.8,941,7
"5039",1,1985,5,2,153,741,7
"5040",1,1951,1,2,NA,NA,7
"5041",2,1956,1,2,250.3,441,7
"5042",1,1977,1,2,425,312,7
"5043",1,1979,1,2,283.3,753,7
"5044",2,1982,5,2,193,864,7
"5045",2,1979,1,2,NA,NA,7
"5046",2,1983,1,2,NA,NA,7
"5047",2,2009,0,2,NA,NA,7
"5048",1,2011,0,2,NA,NA,7
"5049",1,2010,0,2,NA,NA,7
"5050",1,2012,0,2,NA,NA,7
"5051",2,1947,2,1,NA,NA,7
"5052",1,1952,1,2,105,910,7
"5053",2,1956,1,2,163,521,7
"5054",2,1981,5,2,160,521,7
"5055",2,1982,5,2,150,399,7
"5056",1,1966,1,2,157.1,922,7
"5057",2,1972,1,2,122.1,441,7
"5058",1,1998,0,2,NA,NA,7
"5059",2,2001,0,2,NA,NA,7
"5060",1,2006,0,2,NA,NA,7
"5061",1,1942,1,2,NA,NA,7
"5062",2,1948,1,2,NA,NA,7
"5063",1,1962,1,2,NA,799,7
"5064",2,1964,1,1,NA,NA,7
"5065",1,1990,5,2,216.6,521,7
"5066",1,1992,5,2,NA,NA,7
"5067",1,2007,0,1,NA,NA,7
"5068",2,1944,2,1,57.8,951,7
"5069",2,1933,2,1,NA,NA,7
"5070",1,1952,3,2,NA,NA,7
"5071",2,1980,5,2,121,521,7
"5072",1,1981,5,2,120,999,7
"5073",1,1955,1,2,NA,722,7
"5074",2,1967,1,2,NA,722,7
"5075",1,1981,5,2,347.3,899,7
"5076",1,1979,1,1,300,761,7
"5077",2,1979,1,1,89,242,7
"5078",2,2005,0,1,NA,NA,7
"5079",2,2007,0,1,NA,NA,7
"5080",1,2010,0,1,NA,NA,7
"5081",2,1959,2,1,110,521,7
"5082",2,1982,1,1,NA,NA,7
"5083",2,1987,5,1,NA,NA,7
"5084",2,1988,5,1,130,399,7
"5085",2,1998,0,1,NA,NA,7
"5086",1,1980,1,1,387,412,7
"5087",2,2013,0,1,NA,NA,7
"5088",2,1935,4,1,30,951,7
"5089",1,1956,1,1,NA,432,7
"5090",2,1983,1,1,NA,NA,7
"5091",1,1987,5,1,260,930,7
"5092",1,1987,5,1,210,930,7
"5093",2,1962,1,1,NA,NA,7
"5094",2,2012,0,1,NA,NA,7
"5095",2,1956,3,1,NA,NA,7
"5096",2,1980,1,1,NA,NA,2
"5097",1,1984,5,1,NA,NA,7
"5098",1,1980,1,2,483.5,235,2
"5099",1,1966,5,1,NA,NA,7
"5100",2,1932,2,1,NA,NA,7
"5101",2,1931,2,1,NA,NA,7
"5102",2,1939,3,1,NA,NA,7
"5103",2,1938,2,2,NA,941,7
"5104",1,1952,3,1,0.46,941,7
"5105",1,1978,5,2,NA,773,7
"5106",2,1951,2,1,NA,NA,7
"5107",2,1961,2,1,NA,NA,7
"5108",2,1948,2,1,NA,NA,7
"5109",1,1996,5,2,NA,NA,7
"5110",2,1967,3,2,NA,NA,7
"5111",2,1992,5,2,NA,442,7
"5112",1,1944,2,1,NA,NA,7
"5113",1,1975,5,1,111.7,953,7
"5114",2,1953,3,1,NA,NA,7
"5115",2,1964,2,2,66.6,951,7
"5116",1,1990,5,2,NA,999,7
"5117",2,1994,5,2,NA,NA,7
"5118",1,1950,1,1,NA,NA,5
"5119",2,1952,1,1,NA,NA,5
"5120",2,1960,3,1,129.9,930,7
"5121",2,1988,5,2,333.3,313,1
"5122",2,1988,5,2,316.6,273,1
"5123",1,1961,1,1,NA,910,7
"5124",2,1966,1,1,NA,NA,7
"5125",1,1990,5,1,NA,NA,7
"5126",2,1995,5,1,NA,NA,7
"5127",1,1952,1,2,NA,NA,7
"5128",2,1961,1,2,NA,NA,7
"5129",2,1931,2,1,NA,NA,7
"5130",2,1933,2,2,NA,NA,7
"5131",1,1962,1,2,NA,530,7
"5132",2,1968,1,2,NA,274,7
"5133",2,1992,5,2,NA,NA,7
"5134",1,1996,5,2,NA,NA,7
"5135",1,1970,1,2,422.5,311,7
"5136",2,1971,1,2,NA,NA,7
"5137",1,2005,0,2,NA,NA,7
"5138",1,2007,0,2,NA,NA,7
"5139",1,1967,1,2,NA,NA,7
"5140",2,1969,1,2,NA,NA,7
"5141",1,1996,5,2,NA,221,7
"5142",1,1953,1,1,583.3,510,7
"5143",2,1960,1,1,NA,132,7
"5144",1,1986,5,1,NA,NA,7
"5145",1,1962,1,1,NA,873,7
"5146",2,1967,1,1,NA,NA,7
"5147",2,1993,5,1,NA,NA,7
"5148",1,1995,5,1,NA,NA,7
"5149",1,1959,1,2,NA,873,7
"5150",2,1958,1,2,NA,521,7
"5151",2,1982,5,2,150,313,7
"5152",1,1955,1,2,250,320,7
"5153",2,1956,1,2,NA,611,7
"5154",2,1984,1,2,NA,NA,7
"5155",2,1981,1,2,408.3,272,7
"5156",1,1927,1,2,NA,NA,7
"5157",2,1934,1,2,NA,NA,7
"5158",1,1978,1,2,NA,875,7
"5159",1,2007,0,2,NA,NA,7
"5160",1,2009,0,2,NA,NA,7
"5161",1,1979,1,2,256.7,311,7
"5162",2,2011,0,2,NA,NA,7
"5163",1,1936,2,2,NA,NA,7
"5164",1,1942,1,1,NA,NA,7
"5165",2,1947,1,1,NA,NA,7
"5166",2,1973,3,2,150,259,7
"5167",2,1975,1,2,251.4,421,7
"5168",1,1976,1,2,NA,772,7
"5169",1,1997,0,2,NA,NA,7
"5170",2,2000,0,2,NA,NA,7
"5171",2,1935,2,2,NA,NA,7
"5172",1,1976,1,2,259,841,7
"5173",2,1979,1,2,219,247,7
"5174",2,2007,0,2,NA,NA,7
"5175",2,2011,0,2,NA,NA,7
"5176",2,2011,0,2,NA,NA,7
"5177",1,1963,1,1,816.6,854,7
"5178",2,1964,1,1,NA,NA,7
"5179",2,1990,5,1,NA,NA,7
"5180",2,1993,5,1,NA,NA,7
"5181",1,1974,1,1,237.9,864,7
"5182",2,1977,1,2,363.3,247,7
"5183",2,2003,0,1,NA,NA,7
"5184",2,2006,0,1,NA,NA,7
"5185",2,1953,4,1,NA,NA,7
"5186",1,1971,1,2,339,852,7
"5187",2,1977,1,2,NA,NA,7
"5188",2,2000,0,2,NA,NA,7
"5189",2,2004,0,2,NA,NA,7
"5190",1,2008,0,2,NA,NA,7
"5191",2,1941,2,1,NA,NA,7
"5192",1,1969,5,1,NA,NA,7
"5193",1,1962,1,1,NA,521,7
"5194",2,1966,1,1,NA,NA,7
"5195",1,1998,0,1,NA,NA,7
"5196",2,1942,2,1,NA,NA,7
"5197",1,1954,1,2,135,942,7
"5198",2,1954,1,2,NA,NA,7
"5199",1,1958,1,2,NA,773,7
"5200",2,1961,1,2,200.2,930,7
"5201",1,1997,0,2,NA,NA,7
"5202",1,1946,1,1,NA,NA,7
"5203",2,1949,1,1,60,951,7
"5204",1,1975,1,2,NA,873,7
"5205",1,1975,1,2,188.7,854,7
"5206",2,1988,1,2,123.3,864,7
"5207",1,2008,0,2,NA,NA,7
"5208",2,1980,1,2,55,442,7
"5209",1,2007,0,2,NA,NA,7
"5210",1,2011,0,2,NA,NA,7
"5211",2,1944,2,1,37.5,510,7
"5212",1,1980,5,2,115,320,7
"5213",2,1935,2,1,20,941,7
"5214",2,1933,2,1,NA,NA,7
"5215",2,1927,2,1,NA,NA,7
"5216",1,1954,1,2,275.4,153,7
"5217",2,1960,1,2,NA,611,7
"5218",2,1986,5,2,250,281,1
"5219",2,1988,5,2,168.3,521,1
"5220",1,1971,3,2,NA,910,7
"5221",1,1996,5,1,NA,NA,7
"5222",1,1999,0,1,NA,NA,7
"5223",2,1939,2,1,NA,NA,7
"5224",1,1974,1,2,606.5,312,7
"5225",2,1975,1,2,200,259,7
"5226",2,2004,0,2,NA,NA,7
"5227",1,1972,1,1,250,139,7
"5228",2,1972,1,1,130,253,7
"5229",2,2004,0,1,NA,NA,7
"5230",2,1934,2,1,NA,NA,7
"5231",1,2006,0,1,NA,NA,7
"5232",1,1974,1,2,450,832,7
"5233",2,1976,1,2,158.3,521,7
"5234",2,1995,5,2,NA,NA,7
"5235",2,1998,0,2,NA,NA,7
"5236",1,2006,0,2,NA,NA,7
"5237",1,1969,1,2,720,751,7
"5238",2,1972,1,1,NA,NA,7
"5239",2,2002,0,1,NA,NA,7
"5240",2,2004,0,1,NA,NA,7
"5241",1,1956,1,1,240.2,246,7
"5242",2,1957,1,1,NA,313,7
"5243",1,1963,1,2,524.1,141,7
"5244",2,1970,1,2,NA,NA,7
"5245",2,1992,5,2,NA,NA,7
"5246",1,1994,5,2,NA,NA,7
"5247",1,1961,1,2,300,772,7
"5248",2,1966,1,2,NA,NA,7
"5249",1,1990,5,2,NA,NA,7
"5250",2,1998,0,2,NA,NA,7
"5251",1,1969,1,2,572,411,7
"5252",2,1971,1,1,151.6,246,7
"5253",2,1998,0,2,NA,NA,7
"5254",1,2000,0,2,NA,NA,7
"5255",1,1939,1,2,NA,NA,7
"5256",2,1936,1,2,NA,NA,7
"5257",1,1972,1,2,419.1,312,7
"5258",2,1974,1,2,NA,NA,7
"5259",1,2003,0,2,NA,NA,7
"5260",1,2005,0,2,NA,NA,7
"5261",2,1954,2,2,NA,NA,7
"5262",2,1988,5,2,NA,NA,7
"5263",1,1999,0,2,NA,NA,7
"5264",1,1937,1,2,NA,NA,7
"5265",2,1943,1,2,NA,NA,7
"5266",1,1963,1,2,NA,873,7
"5267",2,1964,1,2,NA,611,7
"5268",1,1991,5,2,NA,NA,7
"5269",1,1981,1,1,208.3,510,7
"5270",2,1981,1,1,166.6,864,7
"5271",2,2007,0,1,NA,NA,7
"5272",2,2009,0,1,NA,NA,7
"5273",1,1947,1,1,NA,910,7
"5274",2,1947,1,1,106.6,941,7
"5275",1,1969,1,2,583.3,510,7
"5276",2,1971,1,2,130,930,7
"5277",1,1998,0,2,NA,NA,7
"5278",1,2000,0,2,NA,NA,7
"5279",1,1969,1,2,390,311,7
"5280",2,1968,1,2,NA,NA,7
"5281",2,1996,5,2,NA,NA,7
"5282",1,1998,0,2,NA,NA,7
"5283",1,1966,1,1,450,899,7
"5284",2,1965,1,1,NA,NA,7
"5285",2,1991,5,1,195,243,7
"5286",1,1966,1,1,526,311,7
"5287",2,1968,1,1,NA,NA,7
"5288",2,1994,5,1,NA,NA,7
"5289",1,1996,5,1,NA,NA,7
"5290",1,2001,0,1,NA,NA,7
"5291",1,1965,1,2,1083.3,141,7
"5292",2,1968,1,2,168.1,510,7
"5293",2,1993,5,2,NA,NA,7
"5294",1,1994,5,2,280,236,7
"5295",2,1949,2,1,105,951,7
"5296",2,1983,5,1,259,253,7
"5297",1,1944,1,1,NA,NA,7
"5298",2,1948,1,1,NA,NA,7
"5299",1,1941,1,2,NA,NA,7
"5300",2,1944,1,2,NA,NA,7
"5301",1,1971,1,2,271.57,149,5
"5302",2,1972,1,2,148.5,864,5
"5303",1,1995,5,2,NA,NA,5
"5304",1,1997,0,2,NA,NA,5
"5305",1,1944,1,1,95,942,5
"5306",2,1947,1,1,NA,NA,5
"5307",2,1941,2,1,NA,NA,5
"5308",1,1962,3,2,NA,NA,6
"5309",2,1962,3,2,NA,NA,5
"5310",2,1937,3,1,NA,NA,5
"5311",2,1954,3,1,NA,NA,5
"5312",2,1931,2,1,NA,NA,5
"5313",2,1938,3,1,NA,NA,5
"5314",2,1929,2,2,NA,NA,5
"5315",2,1975,3,1,75,399,5
"5316",2,2001,0,1,NA,NA,5
"5317",2,1925,2,1,NA,NA,1
"5318",2,1949,1,1,NA,521,1
"5319",1,1945,1,1,NA,NA,1
"5320",2,1947,2,1,NA,NA,5
"5321",1,1923,2,1,NA,NA,5
"5322",1,1934,1,1,NA,NA,5
"5323",2,1944,1,1,NA,NA,5
"5324",2,1940,2,2,NA,NA,5
"5325",1,1965,3,1,NA,NA,5
"5326",2,1964,3,2,NA,NA,5
"5327",2,1988,5,2,NA,NA,5
"5328",1,2006,0,2,NA,NA,5
"5329",2,1942,3,1,NA,NA,5
"5330",1,1960,1,1,NA,792,5
"5331",2,1962,1,1,NA,952,5
"5332",1,1986,1,2,430.75,854,5
"5333",2,1986,1,2,NA,NA,5
"5334",2,2009,0,2,NA,NA,5
"5335",2,2011,0,2,NA,NA,5
"5336",1,1936,5,2,NA,NA,5
"5337",1,1949,1,1,NA,NA,5
"5338",2,1947,1,1,NA,NA,5
"5339",2,1970,4,1,293.4,313,5
"5340",2,1996,5,1,NA,NA,5
"5341",2,1953,2,1,NA,441,5
"5342",2,1942,2,2,NA,NA,5
"5343",2,1959,2,1,182.9,442,5
"5344",2,1986,5,1,161.6,953,5
"5345",1,1949,1,2,NA,873,5
"5346",2,1956,1,1,NA,510,5
"5347",2,1977,1,2,NA,NA,5
"5348",2,1980,1,1,252.5,311,5
"5349",1,1977,1,2,425,312,5
"5350",1,2008,0,2,NA,NA,5
"5351",2,2010,0,2,NA,NA,5
"5352",2,1942,2,2,NA,NA,5
"5353",2,1932,2,1,NA,NA,5
"5354",1,1950,1,1,NA,710,5
"5355",2,1954,1,1,NA,710,5
"5356",2,1969,2,2,NA,NA,5
"5357",1,1987,5,1,268.4,222,5
"5358",2,1940,2,1,NA,NA,5
"5359",1,1994,5,2,80,392,5
"5360",1,1996,5,2,NA,NA,5
"5361",1,1999,0,2,NA,NA,5
"5362",2,1937,2,2,NA,NA,5
"5363",1,1961,3,1,NA,992,5
"5364",2,1946,2,2,NA,NA,5
"5365",1,1967,1,1,1000,132,5
"5366",2,1971,1,1,NA,NA,5
"5367",1,1998,0,1,NA,NA,5
"5368",2,2000,0,1,NA,NA,5
"5369",1,1959,1,1,420,312,5
"5370",2,1962,1,1,27,421,5
"5371",2,1988,5,1,156,442,5
"5372",1,1992,5,1,222,286,5
"5373",1,1944,1,1,NA,NA,5
"5374",2,1950,1,1,NA,NA,5
"5375",2,1975,1,2,NA,NA,5
"5376",1,1973,1,2,NA,NA,5
"5377",2,2008,0,2,NA,NA,5
"5378",1,2008,0,2,NA,NA,5
"5379",1,1955,1,2,NA,442,5
"5380",2,1961,1,2,NA,442,5
"5381",1,1963,1,2,NA,772,5
"5382",2,1966,1,1,146.83,421,5
"5383",1,1993,5,2,NA,NA,5
"5384",1,1995,5,2,NA,NA,5
"5385",1,1969,1,2,405.4,252,5
"5386",2,1971,1,2,NA,NA,5
"5387",1,2003,0,2,NA,NA,5
"5388",1,2004,0,2,NA,NA,5
"5389",1,1955,1,1,NA,NA,5
"5390",2,1955,1,1,464.16,272,5
"5391",2,1993,5,1,NA,NA,5
"5392",1,1922,2,2,NA,NA,5
"5393",1,1940,1,1,NA,NA,5
"5394",2,1946,1,1,NA,NA,5
"5395",1,1948,1,1,124,799,5
"5396",2,1954,1,1,NA,951,5
"5397",1,1979,1,2,729.2,399,5
"5398",2,1977,1,1,NA,NA,5
"5399",2,1985,1,2,291.7,320,5
"5400",2,2011,0,2,NA,NA,5
"5401",2,1947,3,2,NA,NA,5
"5402",1,1981,5,2,194,521,5
"5403",2,1928,2,1,NA,NA,7
"5404",1,1969,1,1,229,761,5
"5405",2,1973,1,1,NA,NA,5
"5406",2,1993,5,2,175.66,313,5
"5407",2,1997,0,2,NA,NA,5
"5408",1,1998,0,2,NA,NA,5
"5409",1,1954,1,1,NA,873,5
"5410",2,1961,1,1,NA,442,5
"5411",2,1986,5,1,190,312,5
"5412",2,1990,5,1,184.16,243,5
"5413",1,1994,5,1,NA,521,5
"5414",2,1931,2,2,NA,NA,5
"5415",2,1932,2,2,NA,NA,5
"5416",1,1944,1,2,NA,NA,5
"5417",2,1948,1,1,NA,NA,5
"5418",2,1966,2,1,135.08,721,5
"5419",2,1991,5,1,154.66,313,5
"5420",1,1967,1,1,NA,910,5
"5421",2,1964,1,1,156.8,247,5
"5422",1,1997,0,1,NA,NA,5
"5423",2,1951,3,1,133.5,421,5
"5424",1,1968,1,2,523.06,312,5
"5425",2,1968,1,2,150,999,5
"5426",1,1996,5,2,NA,NA,5
"5427",2,1999,0,2,NA,NA,5
"5428",2,1935,2,1,NA,NA,5
"5429",1,1952,1,1,NA,133,5
"5430",2,1956,1,1,721.33,133,5
"5431",1,1964,1,2,421.66,211,5
"5432",2,1967,1,2,168.8,421,5
"5433",2,1991,5,2,NA,NA,5
"5434",2,1992,5,2,NA,NA,5
"5435",1,1998,0,2,NA,NA,5
"5436",1,1933,1,2,NA,NA,5
"5437",2,1936,1,2,NA,NA,5
"5438",1,1946,1,1,NA,NA,5
"5439",2,1949,1,1,NA,NA,5
"5440",1,1942,1,1,NA,NA,4
"5441",2,1944,1,1,NA,NA,4
"5442",2,1934,2,1,NA,NA,5
"5443",1,1948,1,1,107.2,429,5
"5444",2,1953,1,1,50,951,5
"5445",2,1938,2,1,NA,953,5
"5446",1,1973,1,1,324.58,312,5
"5447",2,1974,1,1,98.5,247,5
"5448",1,2001,0,1,NA,NA,5
"5449",2,2002,0,1,NA,NA,5
"5450",1,1971,1,1,NA,234,5
"5451",2,1970,1,1,130,530,5
"5452",1,1997,0,1,NA,NA,5
"5453",2,1998,0,1,NA,NA,5
"5454",1,1959,1,1,NA,NA,5
"5455",2,1964,1,1,NA,NA,5
"5456",2,1992,5,1,NA,NA,5
"5457",2,1999,0,1,NA,NA,5
"5458",1,1953,1,1,NA,NA,5
"5459",2,1956,1,1,NA,NA,5
"5460",2,1983,1,2,0,311,5
"5461",2,1930,2,1,NA,NA,5
"5462",1,1980,1,2,369,311,5
"5463",1,2011,0,2,NA,NA,5
"5464",1,1937,1,2,NA,NA,5
"5465",2,1942,1,2,NA,NA,5
"5466",2,1936,5,2,NA,NA,5
"5467",1,1940,1,2,NA,NA,5
"5468",2,1942,1,2,NA,NA,5
"5469",1,1978,1,1,229.3,392,5
"5470",2,1981,1,1,NA,NA,5
"5471",1,2009,0,1,NA,NA,5
"5472",1,2012,0,1,NA,NA,5
"5473",1,1934,1,2,NA,NA,5
"5474",2,1934,1,1,NA,NA,5
"5475",1,1946,1,2,NA,730,5
"5476",2,1958,1,1,130,941,5
"5477",1,1976,1,2,NA,874,5
"5478",2,1977,1,2,NA,NA,5
"5479",2,2006,0,2,NA,NA,5
"5480",2,2008,0,2,NA,NA,5
"5481",2,2011,0,2,NA,NA,5
"5482",1,1949,1,1,NA,873,5
"5483",2,1951,1,1,NA,NA,5
"5484",2,1932,2,1,NA,NA,5
"5485",1,1970,1,2,675,132,5
"5486",2,1974,1,1,NA,NA,5
"5487",1,2003,0,1,NA,NA,5
"5488",2,2007,0,1,NA,NA,5
"5489",1,1961,1,2,NA,510,5
"5490",2,1965,1,2,150,313,5
"5491",2,1991,5,2,209,313,5
"5492",1,1946,1,2,NA,NA,5
"5493",2,1948,1,2,NA,NA,5
"5494",1,1943,1,1,NA,NA,5
"5495",2,1946,1,1,NA,NA,5
"5496",1,1935,1,2,NA,NA,5
"5497",2,1938,1,1,NA,NA,5
"5498",1,1950,1,1,NA,NA,5
"5499",2,1953,1,1,NA,NA,5
"5500",1,1980,5,1,200,773,1
"5501",2,1967,3,1,NA,NA,5
"5502",2,1994,1,1,NA,NA,5
"5503",2,1996,5,1,NA,NA,5
"5504",1,1985,1,1,214.8,751,5
"5505",2,2013,0,1,NA,NA,5
"5506",1,1976,1,2,NA,149,5
"5507",2,1976,1,2,356.75,311,5
"5508",2,2010,0,2,NA,NA,5
"5509",1,1959,1,1,NA,NA,5
"5510",2,1964,1,1,NA,248,5
"5511",2,1988,5,1,150,235,5
"5512",1,1989,5,1,NA,NA,5
"5513",1,1975,1,1,1150,510,5
"5514",2,1974,1,1,337.33,311,5
"5515",1,2004,0,1,NA,NA,5
"5516",1,2005,0,1,NA,NA,5
"5517",1,1973,1,1,919.66,312,5
"5518",2,1976,1,1,415,252,5
"5519",1,2005,0,1,NA,NA,5
"5520",1,2008,0,1,NA,NA,5
"5521",1,1943,1,2,NA,611,5
"5522",2,1948,1,1,NA,611,5
"5523",1,1940,1,1,NA,NA,5
"5524",2,1944,1,1,NA,NA,5
"5525",1,1972,1,2,305.91,399,5
"5526",2,1976,1,2,NA,NA,5
"5527",2,2006,0,2,NA,NA,5
"5528",1,2009,0,2,NA,NA,5
"5529",2,1935,4,1,NA,NA,5
"5530",1,1973,1,1,150,247,5
"5531",2,1974,1,1,NA,133,5
"5532",2,2005,0,1,NA,NA,5
"5533",2,2007,0,1,NA,NA,5
"5534",2,2009,0,1,NA,NA,5
"5535",1,1960,1,1,321.44,873,5
"5536",2,1963,1,1,150,312,5
"5537",1,1994,5,1,NA,NA,5
"5538",1,1972,1,2,408,152,6
"5539",2,1975,1,2,NA,259,6
"5540",1,2001,0,2,NA,NA,6
"5541",2,2006,0,2,NA,NA,6
"5542",2,1943,2,1,91,941,2
"5543",2,1959,3,1,NA,NA,5
"5544",1,1990,5,2,NA,NA,5
"5545",2,1928,2,2,NA,NA,5
"5546",1,1979,1,1,364.8,223,5
"5547",2,1979,1,2,NA,NA,5
"5548",1,2003,0,2,NA,NA,5
"5549",2,2011,0,2,NA,NA,5
"5550",1,1977,1,1,470.33,832,5
"5551",2,1979,1,1,125,530,5
"5552",2,2007,0,1,NA,NA,5
"5553",1,1936,1,2,NA,NA,5
"5554",2,1936,1,2,NA,NA,5
"5555",1,1938,1,1,NA,NA,5
"5556",2,1939,1,1,NA,951,5
"5557",1,1969,1,1,NA,120,5
"5558",2,2003,0,1,NA,NA,5
"5559",2,1978,1,1,NA,NA,5
"5560",1,2007,0,1,NA,NA,5
"5561",2,1956,3,1,150,246,5
"5562",1,1978,5,1,333.3,930,5
"5563",2,1938,2,1,NA,NA,5
"5564",1,1970,3,2,253,521,5
"5565",2,1944,2,2,20,999,5
"5566",2,2001,0,2,NA,NA,5
"5567",1,1969,1,2,388,930,5
"5568",2,1974,1,2,133.75,313,5
"5569",2,1999,0,2,NA,NA,5
"5570",2,2003,0,2,NA,NA,5
"5571",1,1955,1,2,NA,611,5
"5572",2,1959,1,2,NA,611,5
"5573",2,1985,1,2,NA,NA,1
"5574",1,1989,5,2,NA,611,5
"5575",2,1991,5,2,NA,NA,5
"5576",1,1978,1,2,458,312,1
"5577",2,2013,0,2,NA,NA,1
"5578",2,1960,5,1,NA,441,5
"5579",2,1933,2,1,NA,NA,5
"5580",2,1943,2,2,NA,NA,5
"5581",1,1971,1,2,362,320,5
"5582",2,1972,1,2,133.3,313,5
"5583",1,1998,0,2,NA,NA,5
"5584",1,2001,0,2,NA,NA,5
"5585",1,1953,1,1,250,753,5
"5586",2,1958,1,1,NA,NA,5
"5587",2,1982,5,1,280,252,5
"5588",2,1984,5,1,260,252,5
"5589",1,1980,1,2,250.8,510,5
"5590",2,1977,1,2,NA,NA,5
"5591",2,2011,0,2,NA,NA,5
"5592",1,1939,1,1,NA,NA,5
"5593",2,1949,1,1,45,421,5
"5594",1,1937,1,1,20,999,5
"5595",2,1942,1,1,40,941,5
"5596",1,1960,1,1,180,521,5
"5597",2,1958,1,1,110,951,5
"5598",2,1982,1,1,NA,NA,5
"5599",1,1978,1,1,487.5,245,5
"5600",1,2011,0,1,NA,NA,5
"5601",1,1949,1,2,160,941,5
"5602",2,1954,1,2,NA,611,5
"5603",1,1977,1,2,304.16,710,5
"5604",2,1980,1,2,NA,NA,5
"5605",1,2008,0,2,NA,NA,5
"5606",2,2013,0,2,NA,NA,5
"5607",1,1968,1,1,312,774,5
"5608",2,1973,1,1,308.3,320,5
"5609",2,2003,0,1,NA,NA,5
"5610",2,1932,2,1,NA,NA,5
"5611",2,2006,0,1,NA,NA,5
"5612",1,2010,0,1,NA,NA,5
"5613",1,1973,1,2,340,751,5
"5614",2,1975,1,2,150,399,5
"5615",2,2001,0,2,NA,NA,5
"5616",1,2003,0,2,NA,NA,5
"5617",2,1942,2,2,NA,NA,5
"5618",2,2008,0,2,NA,NA,5
"5619",1,1936,1,1,NA,NA,5
"5620",2,1942,1,1,NA,NA,5
"5621",1,1951,1,1,NA,611,5
"5622",2,1954,1,1,NA,611,5
"5623",2,1979,1,2,190,244,7
"5624",1,1978,1,2,397.18,235,7
"5625",1,2011,0,2,NA,NA,7
"5626",2,2014,0,2,NA,NA,7
"5627",2,1961,3,1,88,952,5
"5628",2,2004,0,1,NA,NA,5
"5629",1,1965,3,2,NA,NA,5
"5630",2,1938,2,2,NA,NA,5
"5631",2,1985,1,2,NA,NA,5
"5632",1,1983,1,2,295.5,899,5
"5633",2,2012,0,2,NA,NA,5
"5634",1,1974,3,2,NA,873,5
"5635",2,2001,0,2,NA,NA,5
"5636",2,1948,2,1,NA,NA,5
"5637",1,1966,1,1,515,311,5
"5638",2,1969,1,1,NA,NA,5
"5639",1,1996,5,1,NA,NA,5
"5640",1,2001,0,1,NA,NA,5
"5641",1,1966,1,2,1000,320,5
"5642",2,1965,1,2,NA,NA,5
"5643",1,2000,0,2,NA,NA,5
"5644",2,1991,5,2,52,953,5
"5645",1,1960,3,2,NA,NA,5
"5646",1,1990,5,2,48,314,5
"5647",1,1992,5,2,NA,NA,5
"5648",2,1939,2,1,NA,NA,5
"5649",1,1972,1,2,215,761,5
"5650",2,1974,1,2,85,999,5
"5651",2,2000,0,2,NA,NA,5
"5652",1,2005,0,2,NA,NA,5
"5653",1,1974,1,2,392.7,773,5
"5654",2,1978,1,2,184.3,773,5
"5655",2,2000,0,2,NA,NA,5
"5656",1,2003,0,2,NA,NA,5
"5657",1,1973,1,2,NA,530,5
"5658",2,1973,1,1,30,952,5
